timestamp,cpu_usage,memory_usage,disk_usage
2025-07-21 00:00:00,42.483570765056164,62.65152507466965,43.285306300025084
2025-07-21 00:01:00,39.570474559095295,64.87189836213099,43.72516489707854
2025-07-21 00:02:00,43.762014883621966,61.08007880800494,48.353928530801305
2025-07-21 00:03:00,48.400457731276326,55.34662784100074,51.63482924123939
2025-07-21 00:04:00,39.87621802745835,62.31063062994947,42.1064804388493
2025-07-21 00:05:00,40.13789683621418,58.28432128325051,48.93700334519847
2025-07-21 00:06:00,49.46614276482527,58.953085731193184,48.944615992877175
2025-07-21 00:07:00,45.66862983181025,63.59073242127307,54.77549872997391
2025-07-21 00:08:00,39.745322282649,66.37603953839483,49.542499302302666
2025-07-21 00:09:00,45.06657308976517,61.68551822150115,51.93355791150123
2025-07-21 00:10:00,40.297583818367436,63.01316912757124,51.29532884773897
2025-07-21 00:11:00,40.546723807755434,68.76396927338988,44.56675808578064
2025-07-21 00:12:00,44.34566525585977,63.095248649974,53.349906282571744
2025-07-21 00:13:00,33.82969518974821,72.71593562096861,51.77822165404793
2025-07-21 00:14:00,35.03149113958926,64.74803656174024,52.743499353075244
2025-07-21 00:15:00,41.10434812039668,55.6195561411111,63.0839750415095
2025-07-21 00:16:00,39.111037427129844,65.852384059175,45.13939219110489
2025-07-21 00:17:00,46.00551899686469,64.5398495399011,56.65218406057944
2025-07-21 00:18:00,40.15291357360087,68.3502003171356,50.70200209220125
2025-07-21 00:19:00,37.88990966914387,66.05964974451561,52.512462771815805
2025-07-21 00:20:00,52.53768917461568,62.98858406184796,51.599945040765576
2025-07-21 00:21:00,44.33818426233175,58.82043423135215,50.54964625472734
2025-07-21 00:22:00,46.06191088473596,63.05647576727568,50.19859116904917
2025-07-21 00:23:00,38.85729710144863,60.66513798261786,52.982205550891
2025-07-21 00:24:00,43.51543710190687,61.91947335046963,47.52759581816256
2025-07-21 00:25:00,47.04780136669242,66.76991145200004,54.416133641946324
2025-07-21 00:26:00,40.99356374320444,71.26891688206071,51.00092732878289
2025-07-21 00:27:00,48.88185100740552,66.34134339641004,48.94424562143798
2025-07-21 00:28:00,44.25446341839601,60.152127886074844,51.069180382009236
2025-07-21 00:29:00,46.05293137266686,66.88670519841384,56.27524769113213
2025-07-21 00:30:00,44.75603829192864,70.06707351529968,50.98218518997653
2025-07-21 00:31:00,57.27854220489239,63.013274793176485,53.74774461541143
2025-07-21 00:32:00,48.20163455082031,65.08778956075942,50.56350473102357
2025-07-21 00:33:00,43.23190569633818,65.85364300632857,55.113918996810085
2025-07-21 00:34:00,52.88387570219805,62.82589639768134,54.980240263597985
